method,epoch,tag,attr_i,attr_j,cosine,abs_cosine
vicreg,1000,twoview,Big_Nose,Wearing_Necktie,0.7153246402740479,0.7153246402740479
vicreg,1000,twoview,Big_Nose,Young,-0.6716806888580322,0.6716806888580322
vicreg,1000,twoview,Black_Hair,Blond_Hair,-0.6182239055633545,0.6182239055633545
vicreg,1000,twoview,Black_Hair,Blurry,-0.24801652133464813,0.24801652133464813
vicreg,1000,twoview,Black_Hair,Brown_Hair,0.1075747087597847,0.1075747087597847
vicreg,1000,twoview,Black_Hair,Bushy_Eyebrows,0.6525443196296692,0.6525443196296692
vicreg,1000,twoview,Black_Hair,Chubby,-0.07814595103263855,0.07814595103263855
vicreg,1000,twoview,Black_Hair,Double_Chin,-0.11405563354492188,0.11405563354492188
vicreg,1000,twoview,Black_Hair,Eyeglasses,-0.0851268619298935,0.0851268619298935
vicreg,1000,twoview,Black_Hair,Goatee,0.10918360948562622,0.10918360948562622
vicreg,1000,twoview,Black_Hair,Gray_Hair,-0.3788853883743286,0.3788853883743286
vicreg,1000,twoview,Black_Hair,Heavy_Makeup,-0.09546538442373276,0.09546538442373276
vicreg,1000,twoview,Black_Hair,High_Cheekbones,-0.09691369533538818,0.09691369533538818
vicreg,1000,twoview,Black_Hair,Male,0.2267342507839203,0.2267342507839203
vicreg,1000,twoview,Black_Hair,Mouth_Slightly_Open,-0.13128840923309326,0.13128840923309326
vicreg,1000,twoview,Black_Hair,Mustache,0.10055817663669586,0.10055817663669586
